3103,254041.095,My Chemical Romance,Pop/Rock
4831,252544.7729,Otep,Pop/Rock
3769,252349.5693,Yellowcard,Pop/Rock
4142,252040.4978,Coldplay,Pop/Rock
3642,248325.1645,Glassjaw,Pop/Rock
217,248045.2288,Skindred,Pop/Rock
4901,244673.7645,Escape the Fate,Pop/Rock
4119,243156.8015,Incubus,Pop/Rock
4730,241759.0442,Bullet for My Valentine,Pop/Rock
433,239335.9049,Atreyu,Pop/Rock
3817,238792.1496,As Blood Runs Black,Pop/Rock
2032,238070.2362,The Academy Is...,Pop/Rock
4918,235857.6548,Thousand Foot Krutch,Pop/Rock
5098,234551.9713,Hilary Duff,Pop/Rock
1749,234550.2414,UnderÃ¸ath,Pop/Rock
2506,234236.6503,Plain White T's,Pop/Rock
3614,233958.438,OneRepublic,Pop/Rock
5123,232388.7601,Vanessa Hudgens,Pop/Rock
886,230570.1368,Cold,Pop/Rock
5185,229902.9179,Never Shout Never,Pop/Rock
3441,227882.0449,Metro Station,Pop/Rock
5255,227318.4612,Asking Alexandria,Pop/Rock
2,226105.0229,P.O.D.,Pop/Rock
40,225909.0197,System of a Down,Pop/Rock
4672,222264.7888,Jimmy Eat World,Pop/Rock
2652,221319.9106,Aly & AJ,Pop/Rock
4739,220373.8562,Augustana,Pop/Rock
3359,215504.983,Thursday,Pop/Rock
424,209692.4737,Silverstein,Pop/Rock
5006,208105.5907,A Day to Remember,Pop/Rock
4195,208062.0203,Creed,Pop/Rock
3176,207132.1101,Miley Cyrus,Pop/Rock
343,205677.0679,Snow Patrol,Pop/Rock
5569,204711.6859,With Confidence,Pop/Rock
3035,204586.9321,Against Me!,Pop/Rock
358,204441.1731,The Ataris,Pop/Rock
4748,203265.4876,Nickelback,Pop/Rock
4263,202816.4949,Coal Chamber,Pop/Rock
1805,202326.9548,Vision of Disorder,Pop/Rock
438,202146.3298,Simple Plan,Pop/Rock
2846,200641.5981,Ashley Tisdale,Pop/Rock
4699,197046.7952,Keane,Pop/Rock
600,194172.5693,Circa Survive,Pop/Rock
3940,190523.4623,Smile Empty Soul,Pop/Rock
2404,190108.2043,New Found Glory,Pop/Rock
110,190004.2737,Travis,Pop/Rock
3080,189845.0306,Muse,Pop/Rock
4837,189216.3848,(hed) p.e.,Pop/Rock
5321,187486.8317,Hot Chelle Rae,Pop/Rock
3498,186325.9666,Seether,Pop/Rock
4165,185903.5928,Hellogoodbye,Pop/Rock
5543,185800.0558,Fleurie,Pop/Rock
5129,184734.5849,The Wonder Years,Pop/Rock
5275,183386.1127,Andy Grammer,Pop/Rock
1449,181544.852,Unearth,Pop/Rock
5556,179221.9286,Red Sun Rising,Pop/Rock
5300,179074.3979,Imagine Dragons,Pop/Rock
1468,178237.4879,August Burns Red,Pop/Rock
2054,177535.5044,Say Anything,Pop/Rock
2891,176071.4561,A Perfect Circle,Pop/Rock
2291,175983.567,Saves the Day,Pop/Rock
3326,175329.5868,Sum 41,Pop/Rock
5586,173480.6779,Andy Black,Pop/Rock
5329,173424.8375,Ariana Grande,Pop/Rock
4029,172949.4524,Blue October,Pop/Rock
737,172727.5245,Kid Rock,Pop/Rock
4779,172257.1516,Relient K,Pop/Rock
72,170154.2644,Static-X,Pop/Rock
4330,168118.5613,Finger Eleven,Pop/Rock
5193,167838.297,Cash Cash,Electronic
5428,167838.0074,Meghan Trainor,Pop/Rock
4447,167796.7423,Death Cab for Cutie,Pop/Rock
661,165204.3682,Insane Clown Posse,Pop/Rock
5417,164073.5655,One Direction,Pop/Rock
3229,162910.852,Saving Abel,Pop/Rock
3808,161514.7081,Gojira,Pop/Rock
5182,161191.1551,Hey Monday,Pop/Rock
3853,158745.7367,Tantric,Pop/Rock
5160,157781.9528,Selena Gomez,Pop/Rock
5393,157692.0132,Skylar Grey,Pop/Rock
4227,157028.342,The Dillinger Escape Plan,Pop/Rock
3816,156858.631,Motionless in White,Pop/Rock
3809,156197.4725,Paris Hilton,Pop/Rock
3676,155601.5221,Jack's Mannequin,Pop/Rock
2663,154941.0921,James Blunt,Pop/Rock
1226,154793.993,Anthony Green,Pop/Rock
5369,154388.65,Christina Perri,Pop/Rock
3992,154151.7407,blink-182,Pop/Rock
3835,153631.3808,From First to Last,Pop/Rock
2856,153273.5977,The Matches,Pop/Rock
130,153077.9765,Sevendust,Pop/Rock
3311,150769.4224,The Subways,Pop/Rock
5293,150318.0073,One OK Rock,Pop/Rock
2902,148772.9391,Midtown,Pop/Rock
60,148446.2972,Papa Roach,Pop/Rock
3469,147880.4437,Bright Eyes,Pop/Rock
239,147697.3724,Shinedown,Pop/Rock
3124,147100.4744,Girls Aloud,Pop/Rock
5391,146316.6097,Jessie J,Pop/Rock
3269,145493.6351,Dashboard Confessional,Pop/Rock
4529,145335.0922,Marilyn Manson,Pop/Rock
1276,144716.3727,Every Time I Die,Pop/Rock
3749,144679.3981,Yeah Yeah Yeahs,Pop/Rock
427,144486.172,Silverchair,Pop/Rock
2927,143161.3751,Ingrid Michaelson,Pop/Rock
1937,142328.7321,Saliva,Pop/Rock
5510,142249.6935,Starset,Pop/Rock
4203,141571.5747,The Donnas,Pop/Rock
4377,141043.6871,Doves,Pop/Rock
5533,140832.2185,PVRIS,Pop/Rock
350,140283.9267,Alkaline Trio,Pop/Rock
3506,140184.2395,Stone Sour,Pop/Rock
2974,140012.7561,Our Lady Peace,Pop/Rock
2656,139899.6196,OK Go,Pop/Rock
4066,139292.817,The Get Up Kids,Pop/Rock
5504,138713.6011,Neck Deep,Pop/Rock
1375,137744.0836,Fear Factory,Pop/Rock
3093,135974.0972,Brand New,Pop/Rock
2900,135777.6956,Dance Gavin Dance,Pop/Rock
1224,135549.2594,Eve 6,Pop/Rock
733,135257.9954,Ill NiÃ±o,Pop/Rock
2621,135099.0102,Mastodon,Pop/Rock
1034,135016.9089,El Gran Silencio,Latin
5366,134377.8223,Black Veil Brides,Pop/Rock
3663,134146.0046,Damien Rice,Folk
4036,134129.9223,The Cheetah Girls,Pop/Rock
4178,132368.0006,Aqualung,Pop/Rock
11,132207.3219,All That Remains,Pop/Rock
399,131615.9811,The Mars Volta,Pop/Rock
1457,131247.6164,Rise Against,Pop/Rock
3905,131107.6411,Anberlin,Pop/Rock
1557,130838.3016,Deadsy,Pop/Rock
3606,130804.3233,Memphis May Fire,Pop/Rock
226,129347.9156,Sleater-Kinney,Pop/Rock
2532,129235.7007,Placebo,Pop/Rock
3134,129190.4602,Buckcherry,Pop/Rock
5577,128276.6437,gnash,Pop/Rock
76,128030.041,Spineshank,Pop/Rock
2929,126702.6598,The Starting Line,Pop/Rock
3015,126675.8007,Adema,Pop/Rock
3285,126062.0987,The Used,Pop/Rock
775,125210.8023,Black Label Society,Pop/Rock
4721,125135.4779,KT Tunstall,Pop/Rock
5492,123464.2938,Fifth Harmony,Pop/Rock
4857,123212.3256,Hurt,Pop/Rock
4879,122143.5104,A Static Lullaby,Pop/Rock
2622,121464.0591,Chiodos,Pop/Rock
2432,119707.7309,Rammstein,Pop/Rock
5225,119562.6271,Parkway Drive,Pop/Rock
1303,119310.3643,Shadows Fall,Pop/Rock
3504,118757.9548,Stone Temple Pilots,Pop/Rock
2394,118726.9402,Radiohead,Pop/Rock
5325,118160.6495,Two Door Cinema Club,Pop/Rock
2897,117725.0109,Modest Mouse,Pop/Rock
2176,117592.799,Maroon 5,Pop/Rock
2329,117314.8,Blindside,Pop/Rock
4710,115738.4783,Nada Surf,Pop/Rock
4720,114615.8681,Brett Dennen,Pop/Rock
1812,114531.0512,Machine Head,Pop/Rock
2857,114233.4079,The National,Pop/Rock
2086,113824.9797,Lifehouse,Pop/Rock
4321,113722.1098,Elastica,Pop/Rock
4398,112835.011,Jane's Addiction,Pop/Rock
1944,112768.5173,Weezer,Pop/Rock
2627,112618.2655,Matchbox Twenty,Pop/Rock
363,112376.5182,The Black Dahlia Murder,Pop/Rock
545,112079.2215,Biffy Clyro,Pop/Rock
3331,111815.3021,The Dangerous Summer,Pop/Rock
4389,111694.2571,Veruca Salt,Pop/Rock
5168,111454.3697,3OH!3,Pop/Rock
3681,111223.3385,The Killers,Pop/Rock
3943,111052.5065,Something Corporate,Pop/Rock
66,110141.1018,Senses Fail,Pop/Rock
4829,109681.1765,Band of Horses,Pop/Rock
2772,109355.9306,The Shins,Pop/Rock
4643,107330.3145,Clap Your Hands Say Yeah,Pop/Rock
4140,107282.3931,The Futureheads,Pop/Rock
163,107203.7818,...And You Will Know Us by the Trail of Dead,Pop/Rock
4254,106287.7181,Tool,Pop/Rock
1567,106262.9818,Funeral for a Friend,Pop/Rock
927,105464.2693,Crazy Town,Pop/Rock
4963,104907.9123,Kaiser Chiefs,Pop/Rock
3345,104179.4514,AFI,Pop/Rock
3558,103461.0007,Bush,Pop/Rock
5580,103152.6351,Crywank,Pop/Rock
353,103099.1898,Soilwork,Pop/Rock
2560,103057.6987,Kasabian,Pop/Rock
3919,102549.3102,Trivium,Pop/Rock
4731,102417.8307,McFly,Pop/Rock
3670,102358.2238,The Cribs,Pop/Rock
3450,102185.7702,Ashlee Simpson,Pop/Rock
1272,102101.206,Green Day,Pop/Rock
2996,101864.948,Thrice,Pop/Rock
3336,100366.6651,Los Campesinos!,Pop/Rock
5472,100336.9353,Echosmith,Pop/Rock
3156,100225.829,Candlebox,Pop/Rock
3262,99744.28088,Paolo Nutini,Pop/Rock
1254,99585.77227,Everclear,Pop/Rock
3908,99558.79784,Skillet,Religious
4108,98871.7444,Black Rebel Motorcycle Club,Pop/Rock
812,98363.6688,Kittie,Pop/Rock
4934,98294.92557,Third Eye Blind,Pop/Rock
5396,98226.97874,Ed Sheeran,Pop/Rock
3109,97975.35227,MxPx,Pop/Rock
1289,97896.12602,Dope,Pop/Rock
5442,96896.80989,The Lumineers,Pop/Rock
2601,96745.33691,Queens of the Stone Age,Pop/Rock
5555,96649.07985,Astrid S,Pop/Rock
4949,96424.31871,Armor for Sleep,Pop/Rock
1512,96226.69975,Flaw,Pop/Rock
2388,95852.59828,Arctic Monkeys,Pop/Rock
448,95704.19527,Soulfly,Pop/Rock
1545,95537.04544,Arcade Fire,Pop/Rock
508,95199.33369,Bleeding Through,Pop/Rock
2809,95003.57477,CSS,Pop/Rock
375,94976.72747,The Beta Band,Pop/Rock
39,94668.30882,Pantera,Pop/Rock
4914,94559.13202,Mogwai,Pop/Rock
4091,94190.40857,Billy Talent,Pop/Rock
3205,94015.01799,Rogue Wave,Pop/Rock
1833,93830.84994,Bloc Party,Pop/Rock
3442,93772.55943,Four Year Strong,Pop/Rock
3621,93683.95837,Grandaddy,Pop/Rock
3201,93411.45204,Hatebreed,Pop/Rock
832,93129.94174,The Kills,Pop/Rock
3983,92982.76086,Silversun Pickups,Pop/Rock
437,92555.21554,Switchfoot,Pop/Rock
1177,92454.23843,The Darkness,Pop/Rock
2815,92387.25623,Meshuggah,Pop/Rock
4171,92270.55869,Cradle of Filth,Pop/Rock
1919,90691.51408,John Mayer,Pop/Rock
3104,90672.85681,My Morning Jacket,Pop/Rock
4964,90573.05286,Alanis Morissette,Pop/Rock
794,90017.06964,Interpol,Pop/Rock
3958,88774.0802,Sigur RÃ³s,Pop/Rock
3241,88718.78938,Angels & Airwaves,Pop/Rock
4714,88399.02888,Rachael Yamagata,Pop/Rock
5127,88146.37655,Beirut,Pop/Rock
5258,88006.12698,Ellie Goulding,Pop/Rock
5373,87965.25607,Olly Murs,Pop/Rock
2823,87240.031,Editors,Pop/Rock
4769,86898.9731,O.A.R.,Pop/Rock
3898,86769.02408,Stereophonics,Pop/Rock
1269,86536.32999,Clutch,Pop/Rock
3346,86100.92008,The Weakerthans,Pop/Rock
5203,85511.31284,Kristinia DeBarge,R&B;
3396,85480.39528,Dirty Heads,Pop/Rock
1118,84770.73315,Elbow,Pop/Rock
4610,84768.87461,Vanessa Carlton,Pop/Rock
1282,84593.23271,Sponge,Pop/Rock
24,84063.46627,Alexisonfire,Pop/Rock
5511,82572.16634,Magic!,Pop/Rock
2667,82183.33175,Be Your Own Pet,Pop/Rock
2333,80749.99545,VAST,Pop/Rock
1625,80659.27732,Garbage,Pop/Rock
2933,80471.71561,Sublime,Pop/Rock
2026,79958.16464,JoJo,Pop/Rock
3811,79868.27429,Born of Osiris,Pop/Rock
5549,79814.91942,Cheat Codes,Electronic
4708,79502.43937,Katy Perry,Pop/Rock
5581,79355.29752,Sports,Pop/Rock
5309,79185.27718,The Temper Trap,Pop/Rock
5174,79041.78973,Friendly Fires,Pop/Rock
1940,79017.89075,Razorlight,Pop/Rock
5575,78947.78297,Cloves,Pop/Rock
3158,78482.50518,Daniel Powter,Pop/Rock
1000,78341.48917,Cartel,Pop/Rock
934,78258.31147,Citizen Cope,Pop/Rock
920,77671.09639,Crowbar,Pop/Rock
3997,77015.13095,Blur,Pop/Rock
237,76932.11926,Sleeping at Last,Pop/Rock
3850,76859.86441,Alien Ant Farm,Pop/Rock
5456,76804.28666,Northlane,Pop/Rock
5420,76677.66297,Lana Del Rey,Pop/Rock
2384,76600.13626,Matchbook Romance,Pop/Rock
982,76400.63356,The Dandy Warhols,Pop/Rock
2589,76119.99211,Sara Bareilles,Pop/Rock
4726,76080.03277,Rage Against the Machine,Pop/Rock
5058,75949.00337,Goldrush,Pop/Rock
5496,75922.66843,Vance Joy,Pop/Rock
4238,75570.78961,Extreme,Pop/Rock
4181,75166.50514,Lamb of God,Pop/Rock
4071,75072.60546,The Horrors,Pop/Rock
1828,74620.59211,Hot Water Music,Pop/Rock
4648,74559.81319,Jesse McCartney,Pop/Rock
2447,74426.03769,Rancid,Pop/Rock
3314,74246.32776,Sunny Day Real Estate,Pop/Rock
4615,74177.5503,Velvet Revolver,Pop/Rock
2576,73716.62164,Rihanna,Pop/Rock
1929,73236.78447,Jeff Buckley,Pop/Rock
4375,73133.70402,Dropkick Murphys,Pop/Rock
1382,72872.53712,Ben Kweller,Pop/Rock
3747,72496.35904,Hole,Pop/Rock
4282,72391.8671,Feeder,Pop/Rock
3497,72272.19046,Broken Social Scene,Pop/Rock
1995,72092.73212,DevilDriver,Pop/Rock
5145,71914.82691,Fuel,Pop/Rock
3122,71902.91161,Mystery Jets,Pop/Rock
4717,71606.98895,Nelly Furtado,Pop/Rock
3189,71593.78317,Hot Chip,Pop/Rock
67,71559.37704,Sparta,Pop/Rock
2699,71217.58772,Opeth,Pop/Rock
5386,70912.86478,Jamie Lawson,Pop/Rock
5599,70496.25636,Elohim,Pop/Rock
880,70460.15675,Collective Soul,Pop/Rock
2940,70342.699,The Rapture,Electronic
5223,70252.89547,Sheppard,Pop/Rock
5411,70077.99068,Zendaya,Pop/Rock
3310,69663.24438,The Vines,Pop/Rock
325,69577.04298,Smashing Pumpkins,Pop/Rock
4252,69435.65279,Shakira,Latin
1427,69243.11357,Franz Ferdinand,Pop/Rock
1725,69157.22846,DeVotchKa,Pop/Rock
728,69039.7816,Kelly Clarkson,Pop/Rock
3270,68993.52885,Sugar Ray,Pop/Rock
5173,68924.28237,White Lies,Pop/Rock
4056,68251.66129,Badly Drawn Boy,Pop/Rock
2597,67535.61393,Natalie Imbruglia,Pop/Rock
2634,67333.61117,Matt Nathanson,Pop/Rock
1087,67329.51499,Face to Face,Pop/Rock
5566,67305.40734,Car Seat Headrest,Pop/Rock
5183,67116.55591,The Script,Pop/Rock
3646,67025.8802,Gorillaz,Pop/Rock
3705,66968.56588,Mandy Moore,Pop/Rock
3167,66458.75457,Cold War Kids,Pop/Rock
4363,66450.17167,Catch 22,Pop/Rock
335,66412.90239,Pearl Jam,Pop/Rock
5227,66272.90816,Passenger,Pop/Rock
1714,66213.27379,DragonForce,Pop/Rock
5553,66148.87329,Jon Langston,Country
4016,66006.29112,Great Lake Swimmers,Pop/Rock
5486,65669.0585,Real Friends,Pop/Rock
3803,65393.15714,Portugal. The Man,Pop/Rock
88,65362.15153,American Head Charge,Pop/Rock
5246,65293.55603,Daya,Pop/Rock
3996,65220.49771,Bloodhound Gang,Pop/Rock
1810,65196.72707,Jason Mraz,Pop/Rock
3364,65052.26435,Acceptance,Pop/Rock
5282,65052.26435,Elevation Worship,Religious
4760,64967.48898,Deadmau5,Electronic
1891,64816.74159,Howie Day,Pop/Rock
3844,64618.25783,Sepultura,Pop/Rock
3956,64608.77754,Sia,Pop/Rock
3511,64300.92708,Britney Spears,Pop/Rock
3686,64268.75265,Within Temptation,Pop/Rock
5230,64061.37301,Karnivool,Pop/Rock
5320,63869.55932,Fun.,Pop/Rock
3424,63740.31494,Caribou,Pop/Rock
1854,63655.80978,Robbie Williams,Pop/Rock
4989,63532.79496,Tonic,Pop/Rock
4114,63516.75745,Bowling for Soup,Pop/Rock
536,63509.94032,The Receiving End of Sirens,Pop/Rock
1660,63509.94032,Halifax,Pop/Rock
367,63413.87596,Andrew W.K.,Pop/Rock
5242,63022.61741,Santigold,Pop/Rock
5327,63009.76681,Boyce Avenue,Pop/Rock
4863,62416.95512,Someone Still Loves You Boris Yeltsin,Pop/Rock
5074,61952.93558,Goldfrapp,Pop/Rock
5071,61840.46835,Harvey Danger,Pop/Rock
5495,61764.7399,The Interrupters,Pop/Rock
5435,61433.23978,Little Mix,Pop/Rock
352,61335.7904,The Bluetones,Pop/Rock
1789,61121.31656,M. Ward,Pop/Rock
373,60788.84771,Audiovent,Pop/Rock
5542,60704.07955,The Oh Hellos,Pop/Rock
5390,60425.68978,Kimbra,Pop/Rock
4127,60309.1924,Nicole Scherzinger,Pop/Rock
5395,60274.53783,Absofacto,Pop/Rock
5279,59986.65129,P!nk,Pop/Rock
4038,59174.99818,Big & Rich,Country
1144,58961.41973,Fefe Dobson,Pop/Rock
3259,58832.71611,Helmet,Pop/Rock
1526,58766.81264,Foo Fighters,Pop/Rock
2161,58723.73454,Rooney,Pop/Rock
3528,58637.59357,Jordan Pruitt,Pop/Rock
1885,58236.17418,Days of the New,Pop/Rock
5158,58075.21302,Lady Gaga,Pop/Rock
2671,58027.60061,Oasis,Pop/Rock
4382,57996.06823,Vertical Horizon,Pop/Rock
2646,57985.89607,Neurosis,Pop/Rock
1802,57840.37605,Uncle Kracker,Pop/Rock
5199,57838.09335,Ida Maria,Pop/Rock
876,57739.51019,Kottonmouth Kings,Pop/Rock
4899,57667.79069,3 Inches of Blood,Pop/Rock
5475,57641.86751,Upchurch,Country
841,57608.53059,L7,Pop/Rock
2539,57569.7483,Nirvana,Pop/Rock
5404,57532.80921,Periphery,Pop/Rock
4565,57444.70152,Lindsay Lohan,Pop/Rock
3829,57365.92924,Fountains of Wayne,Pop/Rock
2850,57268.5646,Klaxons,Pop/Rock
1268,56891.70807,Anna Nalick,Pop/Rock
2585,56370.94004,Wolf Parade,Pop/Rock
4493,56300.98492,Grizzly Bear,Pop/Rock
3865,55867.79969,Seven Mary Three,Pop/Rock
5304,55707.36414,The Summer Set,Pop/Rock
4860,55199.74653,The Sword,Pop/Rock
2617,55102.94271,Metric,Pop/Rock
1451,54950.30887,M83,Pop/Rock
4921,54924.92372,Anti-Flag,Pop/Rock
5162,54774.12676,The Ting Tings,Pop/Rock
3200,54542.59025,MaxÃ¯mo Park,Pop/Rock
1235,54445.86259,Catherine Wheel,Pop/Rock
5582,53992.39395,Billie Eilish,Pop/Rock
2700,53991.82966,Nerf Herder,Pop/Rock
1818,53973.86076,Hot Hot Heat,Pop/Rock
5340,53808.75086,Seasons After,Pop/Rock
3836,53750.88856,Entombed,Pop/Rock
4740,53728.29221,JosÃ© GonzÃ¡lez,Pop/Rock
3935,53510.95527,Pavement,Pop/Rock
4686,53462.18486,Powerman 5000,Pop/Rock
2925,53428.37125,311,Pop/Rock
4635,53343.92479,Phantom Planet,Pop/Rock
2065,53321.72711,Dillinger Four,Pop/Rock
5438,53282.7168,Wild Party,Pop/Rock
365,53185.46263,Audioslave,Pop/Rock
516,53138.90037,The Coral,Pop/Rock
860,53133.43937,Jack Off Jill,Pop/Rock
1787,53101.99097,Dido,Pop/Rock
275,53049.14317,Supergrass,Pop/Rock
787,52832.12494,Imogen Heap,Pop/Rock
1981,52549.86484,We Are Scientists,Pop/Rock
1358,52545.28812,Eagles of Death Metal,Pop/Rock
5584,52538.08055,CNCO,Latin
3874,52256.0772,Train,Pop/Rock
585,52239.07916,Gossip,Pop/Rock
1778,52087.59073,Rilo Kiley,Pop/Rock
2358,51654.28239,NOFX,Pop/Rock
3639,51651.08177,Bon Iver,Pop/Rock
1397,51526.49564,Fiona Apple,Pop/Rock
4664,51431.66548,Jets to Brazil,Pop/Rock
4020,51423.88449,The Fall of Troy,Pop/Rock
5565,51396.97759,Dua Lipa,Pop/Rock
5053,51251.61648,Gomez,Pop/Rock
3923,51117.12391,ThalÃ­a,Latin
2853,51032.56636,The Offspring,Pop/Rock
723,50913.02248,Wolfmother,Pop/Rock
2216,50764.99606,Richard Ashcroft,Pop/Rock
5508,50752.22068,Meg Myers,Pop/Rock
3938,50633.82549,Peaches,Electronic
1934,50518.4636,Lemon Jelly,Electronic
3410,50449.13836,At the Gates,Pop/Rock
3684,50388.81924,Goldfinger,Pop/Rock
4144,50219.90611,Kyuss,Pop/Rock
2478,50041.48656,Pinback,Pop/Rock
808,49851.11721,Biohazard,Pop/Rock
5439,49759.73429,Alt-J,Pop/Rock
2757,49640.87371,The Expendables,Pop/Rock
3278,49605.76287,The Verve,Pop/Rock
3090,49498.62665,*NSYNC,Pop/Rock
2063,49396.99577,Pennywise,Pop/Rock
500,49330.53232,The Faint,Pop/Rock
3491,49226.74808,The Bravery,Pop/Rock
447,48995.41791,Blind Melon,Pop/Rock
2637,48966.63775,Regina Spektor,Pop/Rock
3447,48825.34536,Ash,Pop/Rock
4366,48603.33077,Dream,Pop/Rock
1091,48447.98539,Spoon,Pop/Rock
2360,48342.46457,Jennifer Lopez,Pop/Rock
665,48227.26733,Kesha,Pop/Rock
919,48171.83096,Courtney Love,Pop/Rock
61,48138.55632,Alice in Chains,Pop/Rock
3547,47928.72897,The Cardigans,Pop/Rock
4791,47831.66945,Michelle Branch,Pop/Rock
5266,47745.2527,The Pretty Reckless,Pop/Rock
2796,47621.66581,Matt Costa,Pop/Rock
4854,47390.45037,Bat for Lashes,Pop/Rock
5538,47349.33947,Charlie Puth,Pop/Rock
3209,47323.30722,Lily Allen,Pop/Rock
5572,47229.62795,James TW,Pop/Rock
715,47190.87567,Bongzilla,Pop/Rock
4947,46986.69865,Morbid Angel,Pop/Rock
3254,46956.63359,Marcy Playground,Pop/Rock
4357,46366.98099,Casting Crowns,Religious
3830,46351.16656,The Antlers,Pop/Rock
3611,46265.83109,GWAR,Pop/Rock
4177,46222.41205,Ladytron,Electronic
4695,46219.09738,The Promise Ring,Pop/Rock
65,46147.79361,Sparklehorse,Pop/Rock
2380,46122.4121,Jem,Pop/Rock
5388,46059.2998,Young the Giant,Pop/Rock
1369,45700.72605,Hum,Pop/Rock
4208,45691.89883,Joanna Newsom,Pop/Rock
3462,45666.70932,Mushroomhead,Pop/Rock
4369,45627.81261,Dream Theater,Pop/Rock
5154,45617.34338,Little Dragon,Electronic
3302,45551.25553,Sufjan Stevens,Pop/Rock
3631,45526.67126,Vampire Weekend,Pop/Rock
1871,45350.91845,Local H,Pop/Rock
3233,45334.02972,The Strokes,Pop/Rock
46,45166.91221,Semisonic,Pop/Rock
2763,45088.96946,The Presidents of the United States of America,Pop/Rock
2591,44756.00463,Napalm Death,Pop/Rock
3380,44755.84864,Morcheeba,Electronic
524,44740.66904,Beulah,Pop/Rock
3119,44658.3069,Built to Spill,Pop/Rock
1829,44614.89149,Dead Meadow,Pop/Rock
714,44440.09725,Iron and Wine,Pop/Rock
189,44208.13678,Tegan and Sara,Pop/Rock
4449,44182.04882,Death in Vegas,Electronic
4060,43994.75169,Backstreet Boys,Pop/Rock
1023,43530.65341,Beck,Pop/Rock
4293,43503.08817,Fenix TX,Pop/Rock
319,43369.99921,Steve Miller Band,Pop/Rock
2718,43231.15057,Me First and the Gimme Gimmes,Pop/Rock
1380,43181.68465,Drowning Pool,Pop/Rock
2834,43165.3496,Obituary,Pop/Rock
175,43023.04158,Slightly Stoopid,Pop/Rock
2824,42968.90999,Okkervil River,Pop/Rock
2984,42904.36788,The Prodigy,Electronic
1149,42759.61042,Cursive,Pop/Rock
5125,42740.77748,The Veronicas,Pop/Rock
1843,42588.64231,Liz Phair,Pop/Rock
482,42551.01903,B*Witched,Pop/Rock
5170,42545.67851,Delta Spirit,Pop/Rock
229,42522.50891,Skid Row,Pop/Rock
3569,42358.29664,Camera Obscura,Pop/Rock
4749,42017.62001,Nightwish,Pop/Rock
81,41968.48941,Tracy Bonham,Pop/Rock
3579,41809.05314,Yeasayer,Pop/Rock
243,41581.53661,Sneaker Pimps,Pop/Rock
1901,41524.8071,Rob Zombie,Pop/Rock
3352,41392.58381,Third Day,Religious
