id(reindex)	id(original_data)	artist_name	genre	katz
242	28316	Slim Smith	Reggae	9.408461
243	28432	Sneaker Pimps	Pop/Rock	41581.53661
244	28619	Steve Arrington	R&B;	0
245	28692	Terry Gibbs	Jazz	1.492013
246	28772	The 5th Dimension	Pop/Rock	305.650757
247	28863	The 88	Pop/Rock	7412.454348
248	28918	Terry Jacks	Pop/Rock	2.50246
249	29067	The Action	Pop/Rock	184.134582
250	29334	Slim Whitman	Country	1.25
251	29365	Trixter	Pop/Rock	5168.054022
252	29600	Smash Mouth	Pop/Rock	35804.96207
253	29604	Shocking Blue	Pop/Rock	68.12447
254	29609	Paul Weston	Jazz	0
255	29791	Paul Weller	Pop/Rock	1603.095649
256	29808	Tesla	Pop/Rock	13958.77973
257	29867	Shirley Bassey	Vocal	23.230212
258	29884	Paul McCartney	Pop/Rock	33.143501
259	29909	Terry Reid	Pop/Rock	445.703643
260	29978	Sloan	Pop/Rock	29566.92442
261	30250	AndrÃ© Previn	Classical	5.864842
262	30431	Slowdive	Pop/Rock	17186.94755
263	30664	Tex Beneke	Jazz	0
264	30925	Shirley Horn	Jazz	67.210125
265	30928	Tevin Campbell	R&B;	2015.972113
266	31022	Jim Morrison	Pop/Rock	102.810485
267	31067	Solomon Burke	R&B;	21.051304
268	31158	Steve Jablonsky	Stage & Screen	142.379118
269	31263	AndraÃ© Crouch	Religious	6.563009
270	31274	Alan Parsons	Pop/Rock	1339.523681
271	31324	Sodom	Pop/Rock	11683.62685
272	31380	Paula Abdul	Pop/Rock	9905.726303
273	31441	Paul Winter	New Age	0
274	31442	Anastacia	Pop/Rock	35099.35272
275	31556	Supergrass	Pop/Rock	53049.14317
276	31606	Smog	Pop/Rock	13074.79203
277	31617	Simian	Pop/Rock	17980.93362
278	31685	Paul Simon	Pop/Rock	295.933873
279	31697	Andy Gibb	Pop/Rock	383.337132
280	31765	Snot	Pop/Rock	25891.93463
281	31823	Smoke City	Electronic	7225.416941
282	31969	The Be Good Tanyas	Pop/Rock	6442.1856
283	31971	The Beat	Pop/Rock	18.0256
284	32045	Software	New Age	148.313243
285	32071	Shirley Caesar	Religious	0.5
286	32193	Tex Williams	Country	0.25
287	32301	Sophie Ellis-Bextor	Pop/Rock	9930.454473
288	32333	Susan Ashton	Religious	1.89075
289	32366	Steve Goodman	Folk	449.51596
290	32401	Triumph	Pop/Rock	1672.769321
291	32409	Paul Thorn	Pop/Rock	168.353952
292	32433	Texas	Pop/Rock	2539.725537
293	32807	Son Seals	Blues	9.10953
294	32971	The Beautiful South	Pop/Rock	8307.438738
295	33161	Sly & the Family Stone	R&B;	351.417844
296	33316	Andy Kim	Pop/Rock	0
297	33481	Andy Griggs	Country	13803.39373
298	33560	Suzi Quatro	Pop/Rock	493.081592
299	33580	Super Cat	Reggae	374.423851
300	33666	Supertramp	Pop/Rock	1804.849881
301	33995	Siedah Garrett	R&B;	19.334521
302	34094	The Archies	Pop/Rock	332.35075
303	34172	Superchunk	Pop/Rock	20743.24939
304	34249	Steve Earle	Country	5583.933659
305	34382	Paul Young	Pop/Rock	2011.093265
306	34617	Andrew Hill	Jazz	4.915184
307	34867	The Belmonts	R&B;	6.160555
308	34880	Paw	Pop/Rock	16603.31749
309	34899	Soul Coughing	Pop/Rock	16906.81863
310	34988	Swans	Pop/Rock	8082.551353
311	35021	Smokey Robinson & the Miracles	R&B;	3.719098
312	35076	Soul II Soul	R&B;	1155.56881
313	35338	Peabo Bryson	R&B;	320.121733
314	35464	Maria Muldaur	Pop/Rock	31.413485
315	35587	Sick of It All	Pop/Rock	29547.8201
316	35697	Peaches & Herb	R&B;	59.580821
317	35719	Steve Harley	Pop/Rock	462.864013
318	35864	Shriekback	Pop/Rock	583.217189
319	36106	Steve Miller Band	Pop/Rock	43369.99921
320	36310	Shonen Knife	Pop/Rock	10979.51303
321	36312	Shooter Jennings	Country	3657.965844
322	36327	Silk	R&B;	1518.145544
323	36402	Sonny Bono	Pop/Rock	0
324	36468	Smoking Popes	Pop/Rock	19347.91346
325	36521	Smashing Pumpkins	Pop/Rock	69577.04298
326	36537	Steve Howe	Pop/Rock	0
327	36645	Steve Kuhn	Jazz	93.198998
328	36849	Sonny James	Country	6.045381
329	36934	Sonny Clark	Jazz	0.853455
330	36975	The Babys	Pop/Rock	0
331	36987	Sonny Sharrock	Jazz	170.018339
332	37026	The Bellamy Brothers	Country	71.92688
333	37197	Steve Tyrell	Vocal	0.25
334	37658	Steve Reich	Classical	0.5
335	37730	Pearl Jam	Pop/Rock	66412.90239
336	37794	Silvio RodrÃ­guez	Latin	0.5
337	37865	Andy MontaÃ±ez	Latin	0.78642
338	37931	The Alarm	Pop/Rock	3015.78384
339	38061	The Bats	Pop/Rock	2558.689465
340	38100	Pearl Bailey	Vocal	0
341	38291	Sneaky Pete Kleinow	Pop/Rock	0
342	38302	Social Distortion	Pop/Rock	6130.489384
343	38321	Snow Patrol	Pop/Rock	205677.0679
344	38466	Andy Williams	Vocal	18.30871
345	38490	The Band	Pop/Rock	307.774801
346	38579	Soft Cell	Pop/Rock	3093.601032
347	38805	Angie Stone	R&B;	7877.062851
348	38936	Simon & Garfunkel	Pop/Rock	294.638984
349	38977	The Associates	Pop/Rock	1311.512786
350	39013	Alkaline Trio	Pop/Rock	140283.9267
351	39258	Paul Westerberg	Pop/Rock	4172.904035
352	39342	The Bluetones	Pop/Rock	61335.7904
353	39406	Soilwork	Pop/Rock	103099.1898
354	39637	Survivor	Pop/Rock	2953.555557
355	39656	Sonny Rollins	Jazz	12.52133
356	39661	Sonny Terry	Blues	0.8125
357	39828	Surface	R&B;	0
358	40124	The Ataris	Pop/Rock	204441.1731
359	40225	Gladys Knight	R&B;	36.807022
360	40230	Songs: Ohia	Pop/Rock	5178.492221
361	40294	Swell	Pop/Rock	11639.39368
362	40501	Steve Roach	New Age	449.508246
363	40648	The Black Dahlia Murder	Pop/Rock	112376.5182
364	40695	Mary Martin	Stage & Screen	0
365	40743	Audioslave	Pop/Rock	53185.46263
366	40922	The Sound	Pop/Rock	604.672331
367	41283	Andrew W.K.	Pop/Rock	63413.87596
368	41420	Pebbles	R&B;	6845.676163
369	41431	Angelo Badalamenti	Stage & Screen	0.8125
370	41462	Solange	R&B;	2078.578256
371	41874	The Beach Boys	Pop/Rock	116.895959
372	41899	The Blues Project	Pop/Rock	171.119683
373	41976	Audiovent	Pop/Rock	60788.84771
374	42234	Steven Halpern	New Age	264.768149
375	42589	The Beta Band	Pop/Rock	94976.72747
376	42993	Sonny & Cher	Pop/Rock	227.031578
377	43348	Angel	Pop/Rock	1283.959513
378	43444	Steve Martin	Comedy/Spoken	12.657272
379	43499	The Andrews Sisters	Vocal	0
380	43520	Susan Tedeschi	Blues	2659.324536
381	43572	The Avalanches	Electronic	7735.908329
382	43714	Bee Gees	Pop/Rock	416.004853
383	44068	Steven Curtis Chapman	Religious	694.243715
384	44290	Sonny Stitt	Jazz	3.215261
385	44663	Angela McCluskey	Pop/Rock	24117.47143
386	44703	Sweet Honey in the Rock	Religious	8.607268
387	44751	Steve Wariner	Country	1171.834116
388	44764	Blondie	Pop/Rock	1934.310301
389	44776	Beth Hart	Pop/Rock	3850.606979
390	44906	The Birthday Party	Pop/Rock	7293.02274
391	44994	Sonny Landreth	Blues	162.983293
392	44998	Angela Carrasco	Latin	0.602428
393	45057	The Louvin Brothers	Country	0.96875
394	45077	Leo Kottke	Folk	57.85253
395	45287	Sweetback	R&B;	213.34573
396	45313	Steve Winwood	Pop/Rock	88.967594
397	45379	Branford Marsalis	Jazz	506.782985
398	45475	Steve Vai	Pop/Rock	5163.050209
399	45560	The Mars Volta	Pop/Rock	131615.9811
400	45745	Mike Marshall	International	6.013896
401	45941	Sutton Foster	Stage & Screen	7.296028
402	46120	The Amboy Dukes	Pop/Rock	346.78182
403	46184	The Ames Brothers	Vocal	0.3125
404	46214	Aunt Molly Jackson	Country	0
405	46345	Suzanne Ciani	New Age	0.421875
406	46381	Berlin	Pop/Rock	4788.559018
407	46429	Soulive	Jazz	3208.185289
408	46460	The Big Bopper	Pop/Rock	6.100834
409	46527	Blonde Redhead	Pop/Rock	39651.53743
410	46626	Beth Nielsen Chapman	Country	196.326122
411	46699	The Everly Brothers	Pop/Rock	12.926798
412	46727	Edwin Starr	R&B;	41.77247
413	46784	Syl Johnson	R&B;	16.75069
414	46794	Ani DiFranco	Pop/Rock	9553.372952
415	46814	Blake Shelton	Country	19022.06837
416	46861	Ray Charles	R&B;	3.014124
417	46925	"Blood, Sweat & Tears"	Pop/Rock	615.453448
418	47033	The Blue Nile	Pop/Rock	4533.549229
419	47134	Susannah McCorkle	Vocal	39.752268
420	47246	Steven Wright	Comedy/Spoken	3.66429
421	47401	Bernard "Pretty" Purdie	Jazz	0
422	47421	The Blues Brothers	R&B;	82.73626
423	47789	BoDeans	Pop/Rock	4053.225209
424	48061	Silverstein	Pop/Rock	209692.4737
425	48123	Marine Girls	Pop/Rock	3656.829943
426	48126	The Big Wu	Pop/Rock	1698.488406
427	48265	Silverchair	Pop/Rock	144486.172
428	48566	The Black Crowes	Pop/Rock	8011.763766
429	48587	Blancmange	Pop/Rock	3179.117327
430	48622	The Marcels	R&B;	0
431	48757	Switch	R&B;	0
432	48806	Soulwax	Electronic	810.559399
433	48811	Atreyu	Pop/Rock	239335.9049
434	48816	Bernadette Peters	Vocal	28.184186
435	48903	Blu Cantrell	R&B;	2126.304984
436	48908	Betty Carter	Vocal	2.975668
437	49026	Switchfoot	Pop/Rock	92555.21554
438	49062	Simple Plan	Pop/Rock	202146.3298
439	49163	Susumu Yokota	Electronic	199.319001
440	49180	Betty Harris	R&B;	5.865822
441	49367	The Blackbyrds	R&B;	227.867166
442	49374	Simple Minds	Pop/Rock	6393.76013
443	49774	Blackstreet	R&B;	1847.271101
444	49797	Steven Tyler	Pop/Rock	899.338808
445	49806	Blind Boy Fuller	Blues	0
446	50034	Gary Moore	Pop/Rock	290.013266
447	50251	Blind Melon	Pop/Rock	48995.41791
448	50493	Soulfly	Pop/Rock	95704.19527
449	50520	Bettye Swann	R&B;	0
450	50581	Sin Bandera	Latin	63.092903
451	50588	The Angels	Pop/Rock	1838.256733
452	50967	The Lost Trailers	Country	10695.72798
453	51066	Craig Armstrong	Pop/Rock	568.520454
454	51230	Bent	Electronic	4374.276678
455	51233	Bob Brookmeyer	Jazz	32.658951
456	51376	The Fall	Pop/Rock	3700.208582
457	51603	Charlotte Church	Classical	36857.00934
458	51736	The Manhattans	R&B;	2.924258
459	51740	JosÃ© Carreras	Classical	0
460	51909	Carpenters	Pop/Rock	693.298898
461	51992	Big Star	Pop/Rock	1724.162159
462	52062	Chayanne	Latin	18.211941
463	52093	The Fixx	Pop/Rock	7100.224044
464	52151	Augustus Pablo	Reggae	139.178655
465	52382	The Marshall Tucker Band	Pop/Rock	693.379557
466	52736	Big Jay McNeely	Blues	0
467	52900	The Lovin' Spoonful	Folk	112.826873
468	53204	Beth Carvalho	Latin	0.75
469	53221	Big Bad Voodoo Daddy	Pop/Rock	164.389164
470	53441	Eden Ahbez	Easy Listening	1.63803
471	53606	Bloodstone	R&B;	51.064249
472	53739	Bette Midler	Vocal	135.209682
473	53916	The Fantastic Four	R&B;	31.433335
474	54982	Aventura	Latin	84.439589
475	55128	Bo Diddley	Pop/Rock	10.551254
476	55304	The Flamingos	R&B;	0.759711
477	55778	The Casualties	Pop/Rock	5364.191586
478	55939	Azymuth	Jazz	366.699807
479	56193	Blue States	Electronic	10360.14564
480	56913	Babatunde Olatunji	International	0
481	57124	The Chambers Brothers	R&B;	212.933712
482	57151	B*Witched	Pop/Rock	42551.01903
483	57188	Bob Andy	Reggae	2.025692
484	57205	Bob Moses	Jazz	75.130745
485	57209	The Free Design	Pop/Rock	81.766027
486	57280	Bilal	R&B;	897.076944
487	57488	The Four Aces	Vocal	0.3125
488	57497	B-Movie	Pop/Rock	811.043519
489	57577	Bleu Edmondson	Country	607.040287
490	57636	The Flying Lizards	Electronic	1458.65609
491	57840	B.J. Thomas	Country	150.801295
492	57923	Bill Anderson	Country	1.955077
493	58360	Betty Buckley	Vocal	35.54309
494	58361	Betty Everett	R&B;	1.716453
495	58372	Faces	Pop/Rock	682.621268
496	58386	Bob Mould	Pop/Rock	1522.238511
497	58438	Betty Davis	R&B;	262.14667
498	58549	Elvis Costello	Pop/Rock	2712.546989
499	58616	The Champs	Pop/Rock	0
500	58934	The Faint	Pop/Rock	49330.53232
501	58947	The Chords	Pop/Rock	574.063233
502	59156	B.B. King	Blues	5.850742
503	59293	The Mamas & the Papas	Pop/Rock	358.249618
504	59503	Bernie Worrell	R&B;	68.632613
505	59537	Blue Cheer	Pop/Rock	654.553866
506	59655	The Mar-Keys	R&B;	2.898636
507	59699	Bobby CapÃ³	Latin	0
508	59758	Bleeding Through	Pop/Rock	95199.33369
509	59819	Betty Wright	R&B;	80.67524
510	59949	B.T. Express	R&B;	68.632613
511	59989	The Explosion	Pop/Rock	4251.728778
512	60012	Autograph	Pop/Rock	3442.901539
513	60306	Harold Arlen	Stage & Screen	0
514	60476	The Friends of Distinction	R&B;	0
515	60679	Big Joe Williams	Blues	0
516	61041	The Coral	Pop/Rock	53138.90037
517	61044	Bobby Brown	R&B;	2238.072378
518	61172	The Cars	Pop/Rock	5343.589488
519	61226	Babyface	R&B;	999.178313
520	61273	Baaba Maal	International	67.373079
521	61479	The Five Satins	R&B;	3.805641
522	61480	The Guess Who	Pop/Rock	389.076781
523	61534	The Bobby Fuller Four	Pop/Rock	21.707557
524	61637	Beulah	Pop/Rock	44740.66904
525	61792	Babylon A.D.	Pop/Rock	2746.907842
526	61912	Bill Evans	Country	1.203752
527	61938	Blue Ã–yster Cult	Pop/Rock	2028.859111
528	62002	Bachman-Turner Overdrive	Pop/Rock	276.399917
529	62270	Bobby Rydell	Pop/Rock	1.488277
530	62412	Avant	R&B;	975.242442
531	62455	Avalon	Religious	252.895258
532	62609	The Clientele	Pop/Rock	6963.618428
533	62729	Bobby Sherman	Pop/Rock	3.05248
534	62823	Bad Religion	Pop/Rock	22219.32559
535	62860	Blue Rodeo	Pop/Rock	2819.403295
536	63340	The Receiving End of Sirens	Pop/Rock	63509.94032
537	64145	The Five Keys	R&B;	2.122312
538	64149	The Hooters	Pop/Rock	822.683741
539	64199	Jimmy Martin	Country	4.582907
540	64303	Badfinger	Pop/Rock	440.626024
541	64509	Bobby Womack	R&B;	25.405055
542	64817	Big Walter Horton	Blues	0.25
543	64830	Bill Henderson	Vocal	1.413133
544	64954	Michael Ball	Vocal	50.953135
545	65040	Biffy Clyro	Pop/Rock	112079.2215
546	65094	Svend Asmussen	Jazz	0
547	65397	Bobbie Gentry	Country	41.634809
548	65590	The Flaming Lips	Pop/Rock	13014.41566
549	65620	Bobby "Boris" Pickett	Pop/Rock	0.646218
550	65882	Bob James	Jazz	79.716824
551	66228	Big Maybelle	Blues	0.412017
552	66276	Dorival Caymmi	Latin	0
553	66395	The Congos	Reggae	63.918752
554	66429	Bobby Bare	Country	13.697541
555	66514	The Flys	Pop/Rock	38417.41856
556	66570	Keith Jarrett	Jazz	81.813561
557	66800	Bola Sete	Jazz	1.181191
558	66869	The Field Mice	Pop/Rock	5121.659013
559	66915	Bob Dylan	Pop/Rock	31.039424
560	67406	The Chieftains	International	1.586224
561	67528	Bob Dorough	Vocal	60.757496
562	67529	BabasÃ³nicos	Latin	2608.223731
563	67539	Billy Gibbons	Pop/Rock	0
564	67561	Bob Newhart	Comedy/Spoken	0
565	67631	The Chemical Brothers	Electronic	25116.25329
566	67900	The Foundations	R&B;	0
567	68155	The Chantels	R&B;	0.25
568	68551	Kenny Chesney	Country	9686.293848
569	68738	The Chills	Pop/Rock	2230.715236
570	68780	Kenny Burrell	Jazz	4.066905
571	68896	B2K	R&B;	650.717918
572	68898	The Balfa Brothers	International	0
573	68934	Kenny G	Jazz	331.258844
574	69060	Babes in Toyland	Pop/Rock	16158.86512
575	69153	Joan Baez	Folk	107.805608
