id,clust_coef,name,genre
3825,0.977778,Gary Bartz,Jazz
1886,0.967033,Jeannie C. Riley,Country
888,0.952381,Colby O'Donis,R&B;
2997,0.952381,Third World,Reggae
5472,0.952381,Echosmith,Pop/Rock
4366,0.945455,Dream,Pop/Rock
4096,0.945055,Iced Earth,Pop/Rock
2381,0.944444,Jello Biafra,Comedy/Spoken
5084,0.944444,Helen Ward,Vocal
5519,0.944444,Bando Jonez,R&B;
3776,0.939394,Willis Alan Ramsey,Pop/Rock
266,0.933333,Jim Morrison,Pop/Rock
1754,0.933333,Dianne Reeves,Vocal
2195,0.933333,Robin Williams,Comedy/Spoken
3014,0.933333,Adina Howard,R&B;
3576,0.933333,Jason Derulo,Pop/Rock
3808,0.933333,Gojira,Pop/Rock
4207,0.933333,Clan of Xymox,Pop/Rock
4220,0.933333,Barry Harris,Jazz
4772,0.933333,Reef,Pop/Rock
4969,0.933333,Tommy Bolin,Pop/Rock
5095,0.933333,Wilson Phillips,Pop/Rock
5255,0.933333,Asking Alexandria,Pop/Rock
5288,0.933333,William Michael Morgan,Country
5574,0.933333,Jillian Jacqueline,Country
20,0.928571,Total,R&B;
1491,0.928571,Fred Eaglesmith,Folk
1648,0.928571,Gene Loves Jezebel,Pop/Rock
3588,0.928571,Camouflage,Pop/Rock
3615,0.928571,Glenn Frey,Pop/Rock
5248,0.928571,Jeremih,R&B;
715,0.923077,Bongzilla,Pop/Rock
608,0.909091,Kelly Rowland,R&B;
2172,0.909091,Mark Chesnutt,Country
4080,0.901099,Kenny Garrett,Jazz
179,0.888889,Paul Collins,Pop/Rock
234,0.888889,Smokie Norful,Religious
317,0.888889,Steve Harley,Pop/Rock
353,0.888889,Soilwork,Pop/Rock
1282,0.888889,Sponge,Pop/Rock
3266,0.888889,Modern English,Pop/Rock
3493,0.888889,Joshua Radin,Pop/Rock
3594,0.888889,Candlemass,Pop/Rock
4863,0.888889,Someone Still Loves You Boris Yeltsin,Pop/Rock
2039,0.883333,Lucky Dube,Reggae
4595,0.879121,Juice Newton,Country
4347,0.878788,Eric BenÃ©t,R&B;
535,0.87619,Blue Rodeo,Pop/Rock
2720,0.872727,Ray J,R&B;
131,0.857143,Amel Larrieux,R&B;
441,0.857143,The Blackbyrds,R&B;
469,0.857143,Big Bad Voodoo Daddy,Pop/Rock
688,0.857143,Kenny Loggins,Pop/Rock
923,0.857143,Culture,Reggae
1289,0.857143,Dope,Pop/Rock
1613,0.857143,Cassie,R&B;
2402,0.857143,Rahsaan Patterson,R&B;
2514,0.857143,Richie Spice,Reggae
2834,0.857143,Obituary,Pop/Rock
3342,0.857143,The Abyssinians,Reggae
3443,0.857143,Brand X,Pop/Rock
4190,0.857143,Jaheim,R&B;
4329,0.857143,EdÃº Lobo,Latin
4627,0.857143,Peter Erskine,Jazz
5043,0.857143,Calvin Richardson,R&B;
5225,0.857143,Parkway Drive,Pop/Rock
5488,0.857143,Nick Hakim,R&B;
2890,0.848485,The Nerves,Pop/Rock
3353,0.848485,Anti-Nowhere League,Pop/Rock
2490,0.846154,Roy Hargrove,Jazz
2981,0.846154,The Records,Pop/Rock
1164,0.844444,The Country Gentlemen,Country
1767,0.844444,Johnny Griffin,Jazz
1826,0.844444,MDC,Pop/Rock
2338,0.844444,Little Jimmy Dickens,Country
3037,0.844444,Luke Bryan,Country
3924,0.844444,Superdrag,Pop/Rock
3975,0.836364,Swingin' Utters,Pop/Rock
651,0.835165,Body Count,Pop/Rock
1704,0.833333,Johnny Shines,Blues
2223,0.833333,Rossington Collins Band,Pop/Rock
2501,0.833333,Jimmie Vaughan,Pop/Rock
4330,0.833333,Finger Eleven,Pop/Rock
4940,0.833333,Adolescents,Pop/Rock
5307,0.833333,The SteelDrivers,Country
1185,0.820513,D.O.A.,Pop/Rock
4615,0.819048,Velvet Revolver,Pop/Rock
1030,0.818462,Cinderella,Pop/Rock
6,0.8,t.A.T.u.,Pop/Rock
150,0.8,Patti LuPone,Vocal
185,0.8,Shenandoah,Country
339,0.8,The Bats,Pop/Rock
366,0.8,The Sound,Pop/Rock
525,0.8,Babylon A.D.,Pop/Rock
542,0.8,Big Walter Horton,Blues
637,0.8,Jimmy McGriff,Jazz
644,0.8,Information Society,Pop/Rock
672,0.8,Billy Ward & the Dominoes,R&B;
744,0.8,The Jets,Pop/Rock
884,0.8,Cody ChesnuTT,R&B;
1002,0.8,Cornell Campbell,Reggae
1087,0.8,Face to Face,Pop/Rock
1200,0.8,The Easybeats,Pop/Rock
1213,0.8,James Ingram,R&B;
1467,0.8,Faster Pussycat,Pop/Rock
1529,0.8,Emerson Drive,Country
1585,0.8,Jean Shepard,Country
1659,0.8,Esquerita,Pop/Rock
1808,0.8,Hombres G,Latin
1945,0.8,Rockpile,Pop/Rock
2054,0.8,Say Anything,Pop/Rock
2097,0.8,Jennifer Hudson,R&B;
2171,0.8,Saga,Pop/Rock
2190,0.8,Sam Kinison,Comedy/Spoken
2324,0.8,Marvin Sease,Blues
2399,0.8,She Wants Revenge,Pop/Rock
2433,0.8,New Model Army,Pop/Rock
2516,0.8,Jimmy Dawkins,Blues
2729,0.8,Meredith Brooks,Pop/Rock
2752,0.8,Milli Vanilli,Pop/Rock
2828,0.8,Old & In the Way,Country
2865,0.8,The Outfield,Pop/Rock
2946,0.8,Abbey Lincoln,Vocal
3102,0.8,Cactus,Pop/Rock
3148,0.8,Hellyeah,Pop/Rock
3196,0.8,Damn Yankees,Pop/Rock
3203,0.8,Hawkshaw Hawkins,Country
3218,0.8,Justin Townes Earle,Country
3484,0.8,Brick,R&B;
3534,0.8,Katharine McPhee,Pop/Rock
3885,0.8,Trouble,Pop/Rock
3991,0.8,John Adams,Classical
4059,0.8,Baden Powell,Latin
4141,0.8,Issac Delgado,Latin
4149,0.8,Kula Shaker,Pop/Rock
4301,0.8,Eddie Gale,Jazz
4350,0.8,Emitt Rhodes,Pop/Rock
4432,0.8,Machines of Loving Grace,Pop/Rock
4460,0.8,The Millennium,Pop/Rock
4587,0.8,Peggy Seeger,Folk
4644,0.8,Phosphorescent,Pop/Rock
4697,0.8,Naked Eyes,Pop/Rock
4890,0.8,The Tremeloes,Pop/Rock
5003,0.8,Black Moth Super Rainbow,Pop/Rock
5195,0.8,Melanie Fiona,R&B;
5342,0.8,Eric Bellinger,R&B;
5546,0.8,Leon Bridges,R&B;
5593,0.8,Xavier OmÃ¤r,R&B;
3853,0.794872,Tantric,Pop/Rock
2065,0.791209,Dillinger Four,Pop/Rock
3769,0.791209,Yellowcard,Pop/Rock
4164,0.791209,L.A. Guns,Pop/Rock
2648,0.787879,Material Issue,Pop/Rock
3191,0.787879,Hank Jones,Jazz
1037,0.785714,Christina Milian,R&B;
1281,0.785714,Fozzy,Pop/Rock
1597,0.785714,Wang Chung,Pop/Rock
1967,0.785714,Johnny Smith,Jazz
3287,0.785714,Dave Bartholomew,R&B;
3839,0.785714,Enuff Z'nuff,Pop/Rock
4123,0.785714,Charlie Watts,Jazz
4762,0.785714,Red Garland,Jazz
5196,0.785714,Wavves,Pop/Rock
2464,0.783626,Ratt,Pop/Rock
2184,0.780952,Jessica Andrews,Country
3953,0.780952,The Adverts,Pop/Rock
778,0.777778,Black Oak Arkansas,Pop/Rock
1113,0.777778,Clark Terry,Jazz
1276,0.777778,Every Time I Die,Pop/Rock
1631,0.777778,Focus,Pop/Rock
2472,0.777778,Phil Vassar,Country
4836,0.777778,The Remains,Pop/Rock
2445,0.769231,Mayhem,Pop/Rock
4860,0.769231,The Sword,Pop/Rock
4709,0.768421,Quiet Riot,Pop/Rock
2191,0.764706,Saint Vitus,Pop/Rock
2833,0.763636,Old Crow Medicine Show,Pop/Rock
3523,0.763636,The Business,Pop/Rock
1586,0.761905,John Taylor,Jazz
2174,0.761905,Phil Lynott,Pop/Rock
2203,0.761905,Saigon Kick,Pop/Rock
2873,0.761905,Madina Lake,Pop/Rock
3506,0.761905,Stone Sour,Pop/Rock
4248,0.761905,Alphaville,Pop/Rock
4787,0.761905,Oleta Adams,Pop/Rock
5328,0.761905,Justin Bieber,Pop/Rock
2893,0.75817,The Toasters,Pop/Rock
21,0.757576,Pat Travers,Pop/Rock
397,0.757576,Branford Marsalis,Jazz
4161,0.757576,J.D. Crowe & the New South,Country
686,0.755556,Billy Currington,Country
1206,0.755556,The Del McCoury Band,Country
1239,0.755556,Earl Hooker,Blues
2536,0.755556,Ruben Studdard,R&B;
2560,0.755556,Kasabian,Pop/Rock
3145,0.755556,Capleton,Reggae
5013,0.755556,Streetlight Manifesto,Pop/Rock
5144,0.755556,Fu Manchu,Pop/Rock
4339,0.750988,Great White,Pop/Rock
2838,0.75,Michael Penn,Pop/Rock
2969,0.75,The Real Kids,Pop/Rock
4243,0.747368,Clifford Brown,Jazz
1269,0.74359,Clutch,Pop/Rock
4591,0.74359,Utopia,Pop/Rock
4730,0.74359,Bullet for My Valentine,Pop/Rock
4850,0.742857,20/20,Pop/Rock
508,0.727273,Bleeding Through,Pop/Rock
2160,0.727273,Lone Justice,Pop/Rock
2198,0.727273,Rose Tattoo,Pop/Rock
2851,0.727273,Taylor Swift,Pop/Rock
3363,0.727273,Argent,Pop/Rock
3762,0.727273,Wynton Kelly,Jazz
4559,0.727273,Lori McKenna,Folk
5119,0.726316,Wynton Marsalis,Jazz
3550,0.725275,Ryan Bingham,Country
5214,0.725275,Laura Bell Bundy,Pop/Rock
3358,0.72381,Theory of a Deadman,Pop/Rock
436,0.722222,Betty Carter,Vocal
1241,0.722222,James Horner,Stage & Screen
2423,0.722222,Ronnie Hawkins,Pop/Rock
5452,0.722222,Florida Georgia Line,Country
264,0.717949,Shirley Horn,Jazz
3174,0.717949,J. Holiday,R&B;
4974,0.717949,Ashanti,R&B;
2656,0.716667,OK Go,Pop/Rock
4266,0.716667,Fats Navarro,Jazz
2415,0.714286,10 Years,Pop/Rock
3251,0.714286,Margaret Whiting,Vocal
3665,0.714286,The Maine,Pop/Rock
4237,0.714286,Explosions in the Sky,Pop/Rock
4834,0.714286,The Saw Doctors,Pop/Rock
4956,0.714286,Tom Cochrane,Pop/Rock
5156,0.714286,Forever the Sickest Kids,Pop/Rock
5381,0.714286,Mindless Behavior,R&B;
660,0.711111,Keith Green,Religious
2632,0.711111,Redd Kross,Pop/Rock
3122,0.711111,Mystery Jets,Pop/Rock
4636,0.711111,Norman Connors,Jazz
4926,0.711111,Sunshine Anderson,R&B;
5173,0.711111,White Lies,Pop/Rock
3591,0.709957,George Thorogood,Pop/Rock
3930,0.709957,Testament,Pop/Rock
1531,0.705882,U.K. Subs,Pop/Rock
1861,0.704762,Jeff Lynne,Pop/Rock
4101,0.704762,King Diamond,Pop/Rock
4479,0.703297,Hinder,Pop/Rock
4803,0.703297,The Outlaws,Pop/Rock
3468,0.7,Pretty Ricky,R&B;
28,0.69697,Pato Banton,Reggae
82,0.69697,Tracy Byrd,Country
1130,0.69697,The Electric Prunes,Pop/Rock
3564,0.69697,Five Finger Death Punch,Pop/Rock
4953,0.69697,Morris Day,R&B;
5177,0.69697,Jake Owen,Country
1812,0.69281,Machine Head,Pop/Rock
2072,0.69281,Let's Active,Pop/Rock
523,0.692308,The Bobby Fuller Four,Pop/Rock
1099,0.692308,James Cotton,Blues
586,0.690909,Big Mountain,Reggae
