id,community_id,genre
279,2,Pop/Rock
281,2,Electronic
287,2,Pop/Rock
295,2,R&B;
296,2,Pop/Rock
301,2,R&B;
302,2,Pop/Rock
306,2,Jazz
312,2,R&B;
322,2,R&B;
326,2,Pop/Rock
327,2,Jazz
329,2,Jazz
331,2,Jazz
336,2,Latin
337,2,Latin
355,2,Jazz
369,2,Stage & Screen
374,2,New Age
381,2,Electronic
384,2,Jazz
392,2,Latin
397,2,Jazz
398,2,Pop/Rock
405,2,New Age
407,2,Jazz
421,2,Jazz
441,2,R&B;
443,2,R&B;
450,2,Latin
453,2,Pop/Rock
454,2,Electronic
455,2,Jazz
462,2,Latin
466,2,Blues
468,2,Latin
470,2,Easy Listening
473,2,R&B;
474,2,Latin
478,2,Jazz
479,2,Electronic
480,2,International
482,2,Pop/Rock
484,2,Jazz
504,2,R&B;
507,2,Latin
510,2,R&B;
517,2,R&B;
520,2,International
529,2,Pop/Rock
533,2,Pop/Rock
544,2,Vocal
546,2,Jazz
550,2,Jazz
552,2,Latin
557,2,Jazz
561,2,Vocal
562,2,Latin
570,2,Jazz
571,2,R&B;
573,2,Jazz
576,2,Jazz
594,2,R&B;
602,2,R&B;
611,2,Jazz
614,2,Jazz
615,2,Jazz
618,2,Pop/Rock
628,2,Electronic
631,2,Pop/Rock
637,2,Jazz
646,2,Jazz
652,2,Latin
667,2,Jazz
679,2,Jazz
681,2,Pop/Rock
687,2,Jazz
690,2,Jazz
691,2,Jazz
693,2,Jazz
696,2,Latin
703,2,Pop/Rock
713,2,R&B;
718,2,R&B;
725,2,Jazz
726,2,Pop/Rock
738,2,R&B;
744,2,Pop/Rock
747,2,Jazz
751,2,Jazz
753,2,Electronic
756,2,Pop/Rock
757,2,Jazz
759,2,Pop/Rock
760,2,Electronic
761,2,Stage & Screen
768,2,Latin
780,2,R&B;
783,2,Jazz
790,2,Electronic
791,2,International
792,2,Latin
797,2,International
810,2,Pop/Rock
811,2,Jazz
814,2,Jazz
826,2,R&B;
834,2,Latin
845,2,Pop/Rock
847,2,Pop/Rock
848,2,Electronic
850,2,Latin
854,2,Jazz
859,2,Jazz
861,2,Jazz
867,2,Pop/Rock
868,2,Vocal
870,2,Jazz
871,2,Latin
872,2,Religious
873,2,International
874,2,Jazz
878,2,Latin
881,2,Jazz
884,2,R&B;
885,2,International
888,2,R&B;
890,2,Country
895,2,R&B;
897,2,Jazz
898,2,R&B;
901,2,Latin
907,2,Latin
909,2,Latin
910,2,Latin
917,2,Pop/Rock
918,2,Latin
924,2,International
926,2,Pop/Rock
931,2,Latin
932,2,Jazz
933,2,Latin
937,2,Jazz
948,2,Jazz
949,2,Jazz
959,2,Pop/Rock
967,2,Latin
974,2,Latin
978,2,R&B;
981,2,Jazz
984,2,Jazz
986,2,Jazz
1001,2,Pop/Rock
1003,2,New Age
1009,2,International
1011,2,Reggae
1017,2,Jazz
1022,2,Electronic
1028,2,R&B;
1029,2,Pop/Rock
1041,2,Latin
1043,2,R&B;
1047,2,Jazz
1053,2,Jazz
1056,2,R&B;
1057,2,Pop/Rock
1074,2,R&B;
1077,2,Pop/Rock
1082,2,R&B;
1085,2,Jazz
1089,2,New Age
1095,2,R&B;
1108,2,Jazz
1113,2,Jazz
1114,2,Latin
1117,2,Stage & Screen
1126,2,R&B;
1127,2,R&B;
1129,2,Jazz
1132,2,Jazz
1139,2,Pop/Rock
1140,2,R&B;
1144,2,Pop/Rock
1154,2,Jazz
1156,2,International
1161,2,Latin
1162,2,Jazz
1166,2,Jazz
1172,2,Latin
1184,2,Electronic
1186,2,Jazz
1191,2,Latin
1202,2,Latin
1203,2,Jazz
1204,2,Jazz
1209,2,Pop/Rock
1215,2,Jazz
1216,2,R&B;
1220,2,Electronic
1233,2,Stage & Screen
1236,2,Jazz
1241,2,Stage & Screen
1243,2,Jazz
1249,2,Classical
1251,2,Pop/Rock
1252,2,Latin
1255,2,R&B;
1256,2,Pop/Rock
1257,2,Pop/Rock
1259,2,Pop/Rock
1261,2,Jazz
1267,2,Pop/Rock
1284,2,Jazz
1287,2,R&B;
1288,2,New Age
1293,2,Latin
1295,2,Electronic
1300,2,International
1302,2,Pop/Rock
1305,2,Jazz
1307,2,Jazz
1313,2,Latin
1316,2,Jazz
1318,2,Latin
1325,2,Jazz
1326,2,International
1336,2,Latin
1364,2,Jazz
1365,2,Latin
1370,2,Jazz
1372,2,Latin
1376,2,R&B;
1378,2,Stage & Screen
1388,2,Jazz
1392,2,Electronic
1396,2,Latin
1400,2,Jazz
1402,2,Easy Listening
1404,2,Stage & Screen
1408,2,Jazz
1413,2,Jazz
1415,2,Jazz
1417,2,Folk
1418,2,Latin
1426,2,Jazz
1428,2,Latin
1429,2,Vocal
1432,2,Jazz
1440,2,Jazz
1446,2,Stage & Screen
1447,2,Pop/Rock
1452,2,R&B;
1453,2,Jazz
1461,2,Pop/Rock
1464,2,Jazz
1470,2,Electronic
1471,2,New Age
1480,2,Pop/Rock
1486,2,Jazz
1496,2,Jazz
1497,2,Pop/Rock
1498,2,Jazz
1507,2,Pop/Rock
1511,2,Vocal
1517,2,Pop/Rock
1528,2,Jazz
1532,2,Jazz
1536,2,Latin
1537,2,Electronic
1541,2,R&B;
1555,2,Latin
1570,2,Latin
1572,2,Jazz
1576,2,Jazz
1579,2,Stage & Screen
1580,2,Latin
1586,2,Jazz
1587,2,Jazz
1594,2,Jazz
1600,2,Jazz
1601,2,Latin
1603,2,Pop/Rock
1604,2,Jazz
1616,2,Electronic
1618,2,Jazz
1626,2,Latin
1633,2,International
1634,2,R&B;
1638,2,Jazz
1645,2,Pop/Rock
1646,2,Latin
1664,2,Jazz
1668,2,Jazz
1680,2,Jazz
1682,2,Jazz
1684,2,Pop/Rock
1687,2,R&B;
1690,2,R&B;
1692,2,Jazz
1696,2,Latin
1699,2,Pop/Rock
1706,2,Jazz
1708,2,Jazz
1720,2,Jazz
1723,2,Jazz
1731,2,Jazz
1739,2,Jazz
1741,2,Pop/Rock
1746,2,Jazz
1752,2,Jazz
1753,2,Jazz
1756,2,Jazz
1758,2,Latin
1762,2,Latin
1766,2,Pop/Rock
1767,2,Jazz
1768,2,Electronic
1773,2,Jazz
1782,2,Jazz
1783,2,Latin
1786,2,Electronic
1794,2,Jazz
1797,2,Latin
1799,2,Latin
1807,2,Latin
1814,2,Jazz
1817,2,R&B;
1832,2,Jazz
1836,2,Pop/Rock
1846,2,Pop/Rock
1847,2,Jazz
1849,2,Pop/Rock
1850,2,Jazz
1854,2,Pop/Rock
1856,2,Jazz
1857,2,Jazz
1858,2,Jazz
1862,2,Jazz
1865,2,Jazz
1872,2,Pop/Rock
1877,2,Religious
1878,2,Latin
1880,2,Pop/Rock
1883,2,Stage & Screen
1894,2,Jazz
1897,2,Jazz
1900,2,Pop/Rock
1902,2,Jazz
1903,2,Pop/Rock
1905,2,Pop/Rock
1907,2,Pop/Rock
1908,2,Pop/Rock
1914,2,Blues
1925,2,Latin
1928,2,Pop/Rock
1932,2,R&B;
1942,2,Jazz
1943,2,Jazz
1946,2,International
1949,2,Jazz
1952,2,R&B;
1961,2,Latin
1964,2,Pop/Rock
1966,2,Jazz
1967,2,Jazz
1970,2,R&B;
1972,2,Jazz
1977,2,Pop/Rock
1978,2,Latin
1985,2,Jazz
1986,2,Latin
1988,2,Latin
1991,2,Easy Listening
1994,2,Latin
1997,2,Jazz
2002,2,Blues
2012,2,Jazz
2021,2,Electronic
2030,2,Reggae
2034,2,Pop/Rock
2041,2,Pop/Rock
2042,2,Jazz
2046,2,Jazz
2047,2,Pop/Rock
2052,2,Jazz
2055,2,R&B;
2061,2,R&B;
2062,2,Jazz
2067,2,R&B;
2071,2,Jazz
2081,2,Reggae
2082,2,Jazz
2096,2,R&B;
2103,2,Vocal
2104,2,Jazz
2105,2,Latin
2106,2,Country
2107,2,R&B;
2108,2,Latin
2121,2,Vocal
2122,2,Pop/Rock
2125,2,Jazz
2128,2,Latin
2134,2,R&B;
2135,2,Jazz
2140,2,Jazz
2143,2,Pop/Rock
2146,2,Latin
2149,2,Stage & Screen
2150,2,Latin
2164,2,Jazz
2175,2,Latin
2181,2,Latin
2182,2,Jazz
2187,2,Pop/Rock
2189,2,Latin
2197,2,Latin
2200,2,Latin
2202,2,Jazz
2207,2,Pop/Rock
2211,2,Jazz
2213,2,Pop/Rock
2214,2,Jazz
2218,2,R&B;
2219,2,Latin
2220,2,Latin
2226,2,R&B;
2237,2,Pop/Rock
2240,2,Latin
2247,2,Pop/Rock
2249,2,Pop/Rock
2254,2,Pop/Rock
2256,2,Pop/Rock
2262,2,R&B;
2264,2,Jazz
2271,2,Latin
2280,2,Electronic
2284,2,R&B;
2293,2,R&B;
2294,2,Easy Listening
2315,2,Latin
2320,2,Easy Listening
2322,2,Latin
2323,2,Latin
2330,2,Pop/Rock
2334,2,Latin
2335,2,Jazz
2343,2,Electronic
2344,2,Latin
2351,2,Latin
2360,2,Pop/Rock
2367,2,Pop/Rock
2374,2,R&B;
2377,2,Easy Listening
2382,2,R&B;
2392,2,Latin
2397,2,Stage & Screen
2412,2,Jazz
2413,2,Stage & Screen
2417,2,Jazz
2418,2,New Age
2420,2,Pop/Rock
2421,2,Jazz
2431,2,Stage & Screen
2440,2,Pop/Rock
2443,2,Jazz
2446,2,Jazz
2448,2,Latin
2450,2,Jazz
2453,2,Latin
2457,2,Jazz
2465,2,R&B;
2469,2,Latin
2480,2,Jazz
2487,2,Jazz
2490,2,Jazz
2492,2,Pop/Rock
2495,2,Jazz
2509,2,Jazz
2512,2,R&B;
2513,2,Jazz
2515,2,Latin
2526,2,Pop/Rock
2529,2,Jazz
2538,2,Jazz
2546,2,Latin
2550,2,Jazz
2555,2,Pop/Rock
2558,2,Jazz
2559,2,R&B;
2561,2,R&B;
2565,2,Latin
2568,2,Comedy/Spoken
2571,2,R&B;
2576,2,Pop/Rock
2584,2,Pop/Rock
2592,2,Latin
2596,2,R&B;
2606,2,R&B;
2607,2,Jazz
2613,2,Jazz
2616,2,Latin
2639,2,R&B;
2645,2,Jazz
2647,2,Electronic
2652,2,Pop/Rock
2653,2,R&B;
2654,2,Pop/Rock
2669,2,Pop/Rock
2673,2,R&B;
2674,2,Jazz
2681,2,Jazz
2683,2,Jazz
2690,2,Jazz
2695,2,R&B;
2698,2,Pop/Rock
2701,2,Jazz
2710,2,Pop/Rock
2711,2,Latin
2716,2,International
2719,2,Jazz
2720,2,R&B;
2727,2,Jazz
2730,2,Avant-Garde
2737,2,R&B;
2738,2,Jazz
2740,2,Latin
2746,2,Jazz
2749,2,R&B;
2751,2,Pop/Rock
2752,2,Pop/Rock
2754,2,Jazz
2761,2,Latin
2765,2,Stage & Screen
2767,2,Jazz
2787,2,Jazz
2788,2,Jazz
2790,2,Jazz
2792,2,Jazz
2795,2,Pop/Rock
2799,2,Latin
2800,2,Pop/Rock
2806,2,Pop/Rock
2807,2,Pop/Rock
2821,2,Latin
2825,2,Latin
2831,2,Jazz
2832,2,Electronic
2835,2,Latin
2837,2,R&B;
2842,2,Latin
2843,2,Latin
2844,2,R&B;
2846,2,Pop/Rock
2871,2,Pop/Rock
2872,2,Pop/Rock
2879,2,R&B;
2885,2,R&B;
2886,2,R&B;
2919,2,Pop/Rock
2920,2,Jazz
2932,2,Latin
2945,2,Latin
2952,2,Latin
2953,2,Jazz
2956,2,Jazz
2961,2,Jazz
2966,2,Jazz
2980,2,Jazz
2989,2,Latin
2993,2,International
2998,2,Jazz
2999,2,R&B;
3002,2,Pop/Rock
3008,2,International
3013,2,Latin
3022,2,Jazz
3038,2,Jazz
3043,2,Pop/Rock
3046,2,Electronic
3048,2,R&B;
3049,2,Jazz
3055,2,Jazz
3059,2,Jazz
3062,2,Latin
3064,2,Jazz
3065,2,R&B;
3075,2,Jazz
3076,2,Latin
3087,2,Jazz
3090,2,Pop/Rock
3095,2,Latin
3096,2,Electronic
3097,2,Electronic
3099,2,Jazz
3100,2,Stage & Screen
3106,2,Jazz
3111,2,Latin
3124,2,Pop/Rock
3128,2,Pop/Rock
3131,2,Latin
3132,2,R&B;
3137,2,Jazz
3144,2,Latin
3146,2,Latin
3147,2,Pop/Rock
3152,2,Jazz
3159,2,Pop/Rock
3163,2,Pop/Rock
3166,2,Pop/Rock
3168,2,Latin
3170,2,Jazz
3171,2,Pop/Rock
3176,2,Pop/Rock
3177,2,Jazz
3179,2,Latin
3180,2,R&B;
3185,2,Latin
3187,2,International
3191,2,Jazz
3192,2,Jazz
3193,2,Pop/Rock
3194,2,Latin
3195,2,Jazz
3209,2,Pop/Rock
3215,2,R&B;
3216,2,Latin
3217,2,Pop/Rock
3220,2,Electronic
3225,2,Jazz
3235,2,Jazz
3238,2,Stage & Screen
3247,2,Pop/Rock
3256,2,Electronic
3263,2,International
3273,2,Pop/Rock
3281,2,Pop/Rock
3284,2,Easy Listening
3289,2,International
3312,2,Pop/Rock
3315,2,Stage & Screen
3316,2,Pop/Rock
3319,2,Electronic
3322,2,Jazz
3327,2,New Age
3330,2,Electronic
3333,2,Electronic
3344,2,Jazz
3347,2,R&B;
3354,2,Latin
3355,2,Electronic
3356,2,Latin
3369,2,Pop/Rock
3371,2,Latin
3373,2,R&B;
3374,2,Jazz
3385,2,Jazz
3388,2,Pop/Rock
3391,2,Pop/Rock
3392,2,Electronic
3395,2,R&B;
3398,2,International
3401,2,Electronic
3402,2,Pop/Rock
3409,2,Easy Listening
3412,2,Latin
3414,2,Latin
3418,2,Latin
3419,2,Jazz
3430,2,Electronic
3432,2,Pop/Rock
3438,2,Jazz
3443,2,Pop/Rock
3450,2,Pop/Rock
3452,2,R&B;
3455,2,R&B;
3456,2,Latin
3458,2,Latin
3465,2,Latin
3468,2,R&B;
3484,2,R&B;
3487,2,Jazz
3508,2,Latin
3511,2,Pop/Rock
3512,2,Latin
3513,2,R&B;
3518,2,R&B;
3520,2,Jazz
3528,2,Pop/Rock
3529,2,International
3535,2,R&B;
3536,2,Pop/Rock
3538,2,Jazz
3541,2,Jazz
3545,2,Jazz
3554,2,Jazz
3559,2,Latin
3560,2,Latin
3561,2,Latin
3562,2,Pop/Rock
3563,2,Jazz
3565,2,Jazz
3567,2,Jazz
3574,2,Jazz
3576,2,Pop/Rock
3577,2,Jazz
3582,2,Pop/Rock
3586,2,Jazz
3589,2,Jazz
3593,2,Electronic
3596,2,Pop/Rock
3600,2,R&B;
3602,2,Latin
3603,2,Latin
3604,2,R&B;
3607,2,International
3610,2,Pop/Rock
3613,2,Latin
3616,2,Electronic
3617,2,Latin
3618,2,R&B;
3628,2,Jazz
3629,2,Jazz
3634,2,R&B;
3645,2,Latin
3647,2,Pop/Rock
3650,2,Jazz
3653,2,Jazz
3656,2,Electronic
3659,2,Jazz
3664,2,R&B;
3666,2,Electronic
3679,2,Latin
3683,2,Jazz
3696,2,Latin
3697,2,Jazz
3698,2,Jazz
3701,2,Latin
3702,2,Latin
3703,2,R&B;
3706,2,Jazz
3708,2,Latin
3710,2,R&B;
3712,2,Jazz
3713,2,Easy Listening
3721,2,R&B;
3727,2,R&B;
3734,2,Jazz
3735,2,Easy Listening
3738,2,Jazz
3744,2,Jazz
3746,2,R&B;
3755,2,Pop/Rock
3762,2,Jazz
3763,2,Jazz
3765,2,Jazz
3766,2,Latin
3768,2,Easy Listening
3771,2,Latin
3778,2,Latin
3786,2,Pop/Rock
3788,2,International
3791,2,Easy Listening
3793,2,International
3795,2,Latin
3805,2,Electronic
3806,2,Pop/Rock
3807,2,Jazz
3809,2,Pop/Rock
3824,2,Latin
3825,2,Jazz
3826,2,Jazz
3828,2,Jazz
3833,2,Classical
3837,2,Electronic
3840,2,Jazz
3841,2,Latin
3843,2,Latin
3846,2,International
3847,2,Jazz
3848,2,Reggae
3852,2,Jazz
3854,2,R&B;
3855,2,International
3863,2,Jazz
3867,2,Jazz
3876,2,Reggae
3883,2,Stage & Screen
3888,2,Electronic
3890,2,Pop/Rock
3891,2,Jazz
3892,2,Easy Listening
3897,2,Jazz
3902,2,Electronic
3907,2,Jazz
3909,2,Latin
3911,2,Pop/Rock
3923,2,Latin
3941,2,Electronic
3942,2,Jazz
3959,2,Pop/Rock
3962,2,Pop/Rock
3966,2,Easy Listening
3979,2,R&B;
3993,2,Jazz
3994,2,Latin
4012,2,Jazz
4017,2,Stage & Screen
4021,2,R&B;
4022,2,Jazz
4036,2,Pop/Rock
4039,2,Pop/Rock
4041,2,Pop/Rock
4049,2,Jazz
4054,2,Jazz
4057,2,Jazz
4058,2,Jazz
4059,2,Latin
4060,2,Pop/Rock
4062,2,Jazz
4063,2,Pop/Rock
4064,2,Latin
4073,2,Pop/Rock
4080,2,Jazz
4082,2,Jazz
4084,2,Jazz
4085,2,Jazz
4089,2,Vocal
4093,2,Electronic
4094,2,Jazz
4103,2,Jazz
4107,2,International
4111,2,Pop/Rock
4113,2,R&B;
4118,2,R&B;
4121,2,Jazz
4123,2,Jazz
4124,2,Stage & Screen
4127,2,Pop/Rock
4132,2,New Age
4133,2,Classical
4137,2,Pop/Rock
4141,2,Latin
4145,2,Pop/Rock
4146,2,Jazz
4147,2,R&B;
4166,2,Latin
4169,2,Latin
4180,2,Jazz
4184,2,Jazz
4188,2,Latin
4189,2,Jazz
4191,2,Electronic
4193,2,Pop/Rock
4198,2,Latin
4199,2,Pop/Rock
4201,2,R&B;
4202,2,Jazz
4206,2,Pop/Rock
4210,2,Pop/Rock
4211,2,International
4214,2,Jazz
4218,2,Jazz
4219,2,Stage & Screen
4220,2,Jazz
4221,2,Pop/Rock
4235,2,Latin
4240,2,Latin
4243,2,Jazz
4245,2,Latin
4246,2,Jazz
4247,2,Jazz
4252,2,Latin
4258,2,R&B;
4259,2,Jazz
4262,2,Electronic
4264,2,Pop/Rock
4266,2,Jazz
4267,2,R&B;
4268,2,R&B;
4272,2,Jazz
4280,2,Electronic
4281,2,Jazz
4284,2,R&B;
4285,2,Electronic
4286,2,Pop/Rock
4287,2,Electronic
4300,2,Latin
4301,2,Jazz
4302,2,Classical
4305,2,R&B;
4308,2,Jazz
4310,2,Latin
4320,2,Latin
4322,2,Jazz
4323,2,Pop/Rock
4327,2,Jazz
4329,2,Latin
4335,2,R&B;
4344,2,Jazz
4354,2,R&B;
4355,2,Comedy/Spoken
4359,2,Jazz
4360,2,Vocal
4364,2,Jazz
4378,2,Jazz
4380,2,International
4387,2,Pop/Rock
4388,2,Jazz
4395,2,Jazz
4405,2,Jazz
4408,2,Latin
4413,2,Electronic
4414,2,Jazz
4420,2,Jazz
4423,2,Pop/Rock
4425,2,Jazz
4426,2,Jazz
4434,2,Pop/Rock
4442,2,Electronic
4448,2,Pop/Rock
4477,2,R&B;
4485,2,Pop/Rock
4489,2,Stage & Screen
4508,2,Pop/Rock
4509,2,Easy Listening
4510,2,Latin
4512,2,Latin
4516,2,R&B;
4519,2,Pop/Rock
4521,2,Jazz
4522,2,Jazz
4523,2,Pop/Rock
4524,2,Jazz
4534,2,New Age
4537,2,Latin
4542,2,Latin
4543,2,Jazz
4549,2,R&B;
4554,2,Jazz
4555,2,Jazz
4564,2,Latin
4565,2,Pop/Rock
4571,2,Latin
4581,2,Latin
4584,2,Latin
4586,2,International
4590,2,International
4609,2,R&B;
4623,2,R&B;
4627,2,Jazz
4631,2,R&B;
4636,2,Jazz
4637,2,Jazz
4641,2,Pop/Rock
4645,2,R&B;
4647,2,Latin
4648,2,Pop/Rock
4655,2,Jazz
4658,2,Jazz
4660,2,R&B;
4670,2,Pop/Rock
4671,2,Jazz
4677,2,Jazz
4692,2,Latin
4694,2,Jazz
4706,2,Latin
4708,2,Pop/Rock
4716,2,Pop/Rock
4717,2,Pop/Rock
4718,2,Pop/Rock
4728,2,Jazz
4729,2,R&B;
4741,2,Latin
4742,2,Latin
4743,2,R&B;
4744,2,Jazz
4752,2,Electronic
4753,2,Easy Listening
4754,2,Jazz
4755,2,Pop/Rock
4759,2,Latin
4760,2,Electronic
4762,2,Jazz
4765,2,Jazz
4767,2,Pop/Rock
4785,2,R&B;
4786,2,International
4788,2,Stage & Screen
4790,2,R&B;
4795,2,Jazz
4805,2,International
4809,2,Latin
4819,2,Latin
4832,2,Pop/Rock
4839,2,R&B;
3,1,Pop/Rock
8,1,R&B;
10,1,Country
19,1,Pop/Rock
20,1,R&B;
21,1,Pop/Rock
23,1,Pop/Rock
25,1,Vocal
27,1,Stage & Screen
29,1,Pop/Rock
30,1,Blues
37,1,R&B;
47,1,Pop/Rock
48,1,Vocal
50,1,R&B;
54,1,Country
55,1,Pop/Rock
57,1,R&B;
58,1,R&B;
59,1,Pop/Rock
62,1,Country
63,1,R&B;
64,1,Pop/Rock
70,1,Pop/Rock
71,1,Country
77,1,Pop/Rock
